id,REPORTER_NAME,Reporter_family,REPORTER_CITY,REPORTER_STATE,REPORTER_COUNTY,BUYER_NAME,BUYER_CITY,BUYER_COUNTY,NDC_NO,QUANTITY,TRANSACTION_DATE,CALC_BASE_WT_IN_GM,Product_Name,Ingredient_Name,Combined_Labeler_Name
90,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,TOPS MARKETS,GRAND ISLAND,ERIE,406035801,1,1042012,0.45405,HYDROCODONE BIT/ACETA 7.5MG/500MG US,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
91,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,TOPS MARKETS,TONAWANDA,ERIE,406036701,1,8172010,0.6054,HYDROCODONE BIT/ACETA 10MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
92,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"WEGMANS FOOD MARKETS, INC.",NEWARK,WAYNE,57664018788,4,10172012,5.379,"OXYCODONE HCL 15MG TABLETS, USP",OXYCODONE HYDROCHLORIDE,"Sun Pharmaceutical Industries, Inc."
93,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"WEGMANS FOOD MARKETS, INC.",HORNELL,STEUBEN,406035705,1,2142007,1.5135,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
94,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"WEGMANS FOOD MARKETS, INC.",HORNELL,STEUBEN,59011044010,1,7032014,3.586,OXYCONTIN 40MG OXYCODONE HCL CR TABL,OXYCODONE HYDROCHLORIDE,Purdue Pharma LP
95,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"WEGMANS FOOD MARKETS, INC.",BUFFALO,ERIE,406036601,1,2252010,0.45405,HYDROCODONE BIT/ACETA 7.5MG/325MG US,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
96,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"WEGMANS FOOD MARKETS, INC.",NIAGARA FALLS,NIAGARA,591054001,2,7052006,1.2108,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,"Actavis Pharma, Inc."
97,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"TOPS PT, LLC",SHERRILL,ONEIDA,59011042010,1,3082012,1.793,OXYCONTIN 20MG OXYCODONE HCL CR TABL,OXYCODONE HYDROCHLORIDE,Purdue Pharma LP
98,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,TARGET STORES A DIV. OF TARGET CORP.,SYRACUSE,ONONDAGA,591320301,1,3282008,0.45405,HYDROCODONE BITARTRATE AND ACETA 7.5,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,"Actavis Pharma, Inc."
99,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,BARTHOLOMEWS PHARMACY INC,FRANKLINVILLE,CATTARAUGUS,591085305,1,6302006,3.027,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,"Actavis Pharma, Inc."
100,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,BUFFALO PHARMACIES,BUFFALO,ERIE,591038505,1,8062012,2.27025,HYDROCODONE BIT.7.5MG/ACETAMINOPHEN,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,"Actavis Pharma, Inc."
101,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,BUFFALO PHARMACIES,BUFFALO,ERIE,406036705,1,3032014,3.027,HYDROCODONE BIT/ACETA 10MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
102,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,FILLMORE & FISHERS PHARMACY INC,WELLSVILLE,ALLEGANY,68382079401,3,1092014,2.6895,OXYCODONE HCL 10MG IR TABLET,OXYCODONE HYDROCHLORIDE,Zydus Pharmaceuticals (USA) Inc.
103,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,GEROULD'S PROFESSIONAL PHARMACY INC,ELMIRA,CHEMUNG,60951060285,2,1262009,4.4825,ENDOCET OXYCODO HCL5MG&AC TAB,OXYCODONE HYDROCHLORIDE,Par Pharmaceutical
104,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"RITE AID OF NEW YORK, INC.",CHITTENANGO,MADISON,406036601,1,3152010,0.45405,HYDROCODONE BIT/ACETA 7.5MG/325MG US,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
105,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"WEGMANS FOOD MARKETS, INC.",FAIRPORT,MONROE,406036701,1,8132010,0.6054,HYDROCODONE BIT/ACETA 10MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
106,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"WEGMANS FOOD MARKETS, INC.",FAYETTEVILLE,ONONDAGA,59011010510,1,6092010,3.586,OXYCONTIN - 40MG OXYCODONE.HCL CONTR,OXYCODONE HYDROCHLORIDE,Purdue Pharma LP
107,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"WEGMANS FOOD MARKETS, INC.",ROCHESTER,MONROE,406036005,1,5232007,2.27025,HYDROCODO.BIT/APAP 7.5MG/750MG USP T,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
108,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"WEGMANS FOOD MARKETS, INC.",ROCHESTER,MONROE,406035805,1,5042009,2.27025,HYDROCODONE BIT/ACETA 7.5MG/500MG US,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
109,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,TARGET STORES A DIV.OF TARGET CORP.,FAIRPORT,MONROE,406035701,1,2072013,0.3027,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
110,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,ENGLISH PHARMACY,WINDSOR,BROOME,406035705,1,12222009,1.5135,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
111,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,E R BLACK PHARMACY,HOLLAND PATENT,ONEIDA,406055201,2,8302010,0.8965,OXYCODONE HYDROCHLORIDE TABLETS 5MG,OXYCODONE HYDROCHLORIDE,SpecGx LLC
112,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,FAMILY PHARMACEUTICAL SER,BUFFALO,ERIE,10702005701,1,9052013,1.793,OXYCODONE HCI  20 MG TABLETS USP,OXYCODONE HYDROCHLORIDE,"KVK-Tech, Inc."
113,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,ECKERD CORPORATION,CARTHAGE,JEFFERSON,591038801,2,1122007,0.3027,HYDROCODONE BITARTARATE.2.5MG & ACET,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,"Actavis Pharma, Inc."
114,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"HENDERSON DRUG 9, INC",ELMIRA,CHEMUNG,603388221,1,7262010,0.45405,HYDROCODONE BIT & ACETA 7.5MG/500MG,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,Par Pharmaceutical
115,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"KPH HEALTHCARE SERVICES, INC.",BREWERTON,ONONDAGA,406851501,3,12122006,4.03425,OXYCODONE HYDROCHLORIDE 15MG TABLETS,OXYCODONE HYDROCHLORIDE,SpecGx LLC
116,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"KPH HEALTHCARE SERVICES, INC.",BRIDGEPORT,ONONDAGA,57664022388,3,2212014,1.34475,"OXYCODONE HCL 5MG TABLETS, USP",OXYCODONE HYDROCHLORIDE,"Sun Pharmaceutical Industries, Inc."
117,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"KPH HEALTHCARE SERVICES, INC.",CHITTENANGO,MADISON,406851501,3,3152013,4.03425,OXYCODONE HYDROCHLORIDE 15MG TABLETS,OXYCODONE HYDROCHLORIDE,SpecGx LLC
118,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"KPH HEALTHCARE SERVICES, INC.",MEXICO,OSWEGO,406036501,1,3202008,0.3027,HYDROCODONE BIT/ACETA 5MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
119,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"KPH HEALTHCARE SERVICES, INC.",LIVERPOOL,ONONDAGA,60951079770,2,5282008,1.793,ENDOCET TABS - 10MG OXYCODONE.HCL &,OXYCODONE HYDROCHLORIDE,Par Pharmaceutical
120,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"KPH HEALTHCARE SERVICES, INC.",FULTON,OSWEGO,406851501,4,11222010,5.379,OXYCODONE HYDROCHLORIDE 15MG TABLETS,OXYCODONE HYDROCHLORIDE,SpecGx LLC
121,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"KPH HEALTHCARE SERVICES, INC.",FULTON,OSWEGO,406051201,8,5232012,3.586,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,OXYCODONE HYDROCHLORIDE,SpecGx LLC
122,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,NIAGARA APOTHECARY,NIAGARA FALLS,NIAGARA,591054005,1,5212012,3.027,HYDROCODONE BIT. 10MG/ACETAMINOPHEN,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,"Actavis Pharma, Inc."
123,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"RITE AID OF NEW YORK, INC.",LOCKPORT,NIAGARA,406036301,6,5102011,3.6324,HYDROCODONE BIT/ACETA 10MG/500MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
124,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,ECKERD CORPORATION,ITHACA,TOMPKINS,59011042010,2,8202013,3.586,OXYCONTIN 20MG OXYCODONE HCL CR TABL,OXYCODONE HYDROCHLORIDE,Purdue Pharma LP
125,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,ECKERD CORPORATION,LOCKPORT,NIAGARA,59011010310,1,9142009,1.793,OXYCONTIN (OXYCODONE.HCL) CONTROLLED,OXYCODONE HYDROCHLORIDE,Purdue Pharma LP
126,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,ECKERD CORPORATION,ROCHESTER,MONROE,406036501,1,1132012,0.3027,HYDROCODONE BIT/ACETA 5MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
127,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,ECKERD CORPORATION,OSWEGO,OSWEGO,406055201,6,10032007,2.6895,OXYCODONE HYDROCHLORIDE TABLETS 5MG,OXYCODONE HYDROCHLORIDE,SpecGx LLC
128,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,ECKERD CORPORATION,LIVERPOOL,ONONDAGA,59011046010,1,6212012,5.379,OXYCONTIN 60MG OXYCODONE HCL CR TABL,OXYCODONE HYDROCHLORIDE,Purdue Pharma LP
129,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,ECKERD CORPORATION,DRYDEN,TOMPKINS,59011046010,1,11262010,5.379,OXYCONTIN 60MG OXYCODONE HCL CR TABL,OXYCODONE HYDROCHLORIDE,Purdue Pharma LP
130,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,ECKERD CORPORATION,ENDICOTT,BROOME,406051201,3,2012013,1.34475,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,OXYCODONE HYDROCHLORIDE,SpecGx LLC
131,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"RITE AID OF NEW YORK, INC.",ITHACA,TOMPKINS,406058201,6,11032008,4.03425,OXYCODONE AND ACETA 7.5MG / 500MG TA,OXYCODONE HYDROCHLORIDE,SpecGx LLC
132,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,RX CITY PHARMACY INC,AUBURN,CAYUGA,58177046104,1,12192008,0.8965,OXYCODONE HCL 10MG IR TABS,OXYCODONE HYDROCHLORIDE,Ethex Corporation
133,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,THE MCGUIRE GROUP PHARMACY CORP,CHEEKTOWGA,ERIE,591038501,2,12192013,0.9081,HYDROCODONE BIT. 7.5MG/ACETAMINOPHEN,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,"Actavis Pharma, Inc."
134,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,TOPS MARKETS,TONAWANDA,ERIE,60951071270,1,10022009,0.8965,ENDOCET - 10MG OXYCODONE.HCL/325MG A,OXYCODONE HYDROCHLORIDE,Par Pharmaceutical
135,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"WEGMANS FOOD MARKETS, INC.",LIVERPOOL,ONONDAGA,57664022488,1,12132012,2.6895,"OXYCODONE HCL 30MG TABLETS, USP",OXYCODONE HYDROCHLORIDE,"Sun Pharmaceutical Industries, Inc."
136,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"WEGMANS FOOD MARKETS, INC.",GENESEO,LIVINGSTON,406036701,1,11292013,0.6054,HYDROCODONE BIT/ACETA 10MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
137,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"WEGMANS FOOD MARKETS, INC",ROCHESTER,MONROE,59011042010,6,9272010,10.758,OXYCONTIN 20MG OXYCODONE HCL CR TABL,OXYCODONE HYDROCHLORIDE,Purdue Pharma LP
138,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"WEGMANS FOOD MARKETS, INC.",AMHERST,ERIE,406036501,1,8222008,0.3027,HYDROCODONE BIT/ACETA 5MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
139,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,"WEGMANS FOOD MARKETS, INC.",ELMIRA,CHEMUNG,406051201,8,9072010,3.586,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,OXYCODONE HYDROCHLORIDE,SpecGx LLC
140,MCKESSON CORPORATION,McKesson Corporation,WEST SENECA,NY,ERIE,HERITAGE VILLAGE REHAB AND SKILLED NURSING INC,GERRY,CHAUTAUQUA,406036501,5,6012009,1.5135,HYDROCODONE BIT/ACETA 5MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
141,CVS PHARMACY INC,CVS,NORTH SMITHFIELD,RI,PROVIDENCE,"CVS ALBANY, L.L.C.",HUDSON,COLUMBIA,591038801,10,12232008,1.5135,HYDROCODONE BITARTARATE.2.5MG & ACET,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,"Actavis Pharma, Inc."
142,ROCHESTER DRUG CO-OPERATIVE INC,Rochester Drug Co-Operative Inc,ROCHESTER,NY,MONROE,30 ROCKNE RD INC,KENMORE,ERIE,603388821,3,11062007,1.8162,HYDROCODONE.BIT & ACETA  10MG & 500M,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,Par Pharmaceutical
143,ROCHESTER DRUG CO-OPERATIVE INC,Rochester Drug Co-Operative Inc,ROCHESTER,NY,MONROE,DEXTER PRESCRIPTION CENTER INC,BUFFALO,ERIE,603388728,2,9182013,6.054,"HYDROCODONE.BIT./ACET.,10MG & 325MG/",HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,Par Pharmaceutical
144,ROCHESTER DRUG CO-OPERATIVE INC,Rochester Drug Co-Operative Inc,ROCHESTER,NY,MONROE,MODEN-GIROUX INC,MIDDLEPORT,NIAGARA,406036601,6,4062010,2.7243,HYDROCODONE BIT/ACETA 7.5MG/325MG US,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
145,ROCHESTER DRUG CO-OPERATIVE INC,Rochester Drug Co-Operative Inc,ROCHESTER,NY,MONROE,"TRILLIUM HEALTH, INC.",ROCHESTER,MONROE,59011042010,4,12112012,7.172,OXYCONTIN 20MG OXYCODONE HCL CR TABL,OXYCODONE HYDROCHLORIDE,Purdue Pharma LP
146,ROCHESTER DRUG CO-OPERATIVE INC,Rochester Drug Co-Operative Inc,ROCHESTER,NY,MONROE,"DE GALA BEST BUY INC, D/B/A SUNCARE PHARMACY",BROOKLYN,KINGS,74194914,2,4142008,0.6054,VICODIN TABLETS 5MG HYDROCODONE.BIT,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,AbbVie Inc.
147,ROCHESTER DRUG CO-OPERATIVE INC,Rochester Drug Co-Operative Inc,ROCHESTER,NY,MONROE,S & M DRUGS,BROOKLYN,KINGS,603388821,1,9182012,0.6054,HYDROCODONE.BIT & ACETA  10MG & 500M,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,Par Pharmaceutical
148,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,LAGRANGE PHARMACY INC,POUGHKEEPSIE,DUTCHESS,50474091001,2,1052009,1.2108,"LORTAB 10MG/500MG/TAB,HYDROCOD.BIT.&",HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,"UCB, Inc."
149,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,NEW PALTZ PHARMACY INC,NEW PALTZ,ULSTER,60951071270,7,12102007,6.2755,ENDOCET - 10MG OXYCODONE.HCL/325MG A,OXYCODONE HYDROCHLORIDE,Par Pharmaceutical
150,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,HUDSON PHARMACY & SURGICAL SUPPLIES INC,OSSINING,WESTCHESTER,63481062970,2,2132008,1.793,PERCOCET TABLETS 10MG OXYCODONE HCL/,OXYCODONE HYDROCHLORIDE,"Endo Pharmaceuticals, Inc."
151,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,PERU PHARMACY INC,PERU,CLINTON,60951071270,4,1032014,3.586,ENDOCET - 10MG OXYCODONE.HCL/325MG A,OXYCODONE HYDROCHLORIDE,Par Pharmaceutical
152,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,"RITE AID OF NEW YORK, INC.",BRONX,BRONX,591350401,2,9282006,14.344,OXYCODONE HCL 80MG TABS,OXYCODONE HYDROCHLORIDE,"Actavis Pharma, Inc."
153,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,"GENOVESE DRUG STORES, INC.",EAST SETAUKET,SUFFOLK,406052301,2,11062009,1.793,OXYCODONE HCL/ACETAMINOPHEN 10MG/325,OXYCODONE HYDROCHLORIDE,SpecGx LLC
154,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,PATHMARK STORES,CENTEREACH,SUFFOLK,591034901,1,10042006,0.3027,HYDROCODONE BIT 5MG/ACETAMINOPHEN 50,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,"Actavis Pharma, Inc."
155,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,"DRUG MART OF BEDFORD HILLS INC, DRUG MART",BEDFORD HILLS,WESTCHESTER,74197314,1,1132006,0.45405,VICODIN ES TABLETS 7.5MG HYDROCODONE,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,AbbVie Inc.
156,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,"KPH HEALTHCARE SERVICES, INC.",PLATTSBURGH,CLINTON,60951079770,3,12292008,2.6895,ENDOCET TABS - 10MG OXYCODONE.HCL &,OXYCODONE HYDROCHLORIDE,Par Pharmaceutical
157,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,"KPH HEALTHCARE SERVICES, INC.",PLATTSBURGH,CLINTON,603389021,3,2292012,0.9081,HYDROCODONE BITARTRATE 5MG/ACETAMINO,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,Par Pharmaceutical
158,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,"KPH HEALTHCARE SERVICES, INC.",PLATTSBURGH,CLINTON,406051205,1,2172014,2.24125,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,OXYCODONE HYDROCHLORIDE,SpecGx LLC
159,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,"KPH HEALTHCARE SERVICES, INC.",CLINTON,ONEIDA,59011041010,1,5302014,0.8965,OXYCONTIN 10MG OXYCODONE HCL CR TABL,OXYCODONE HYDROCHLORIDE,Purdue Pharma LP
160,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,PATHMARK STORES,BRONX,BRONX,406036001,2,12212006,0.9081,HYDROCODO.BIT/APAP 7.5MG/750MG USP T,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
161,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,"GENOVESE DRUG STORES, INC.",BRONX,BRONX,59011041010,2,10222010,1.793,OXYCONTIN 10MG OXYCODONE HCL CR TABL,OXYCODONE HYDROCHLORIDE,Purdue Pharma LP
162,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,"RITE AID OF NEW YORK, INC.",FLORAL PARK,NASSAU,406035705,1,6192006,1.5135,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
163,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,"RITE AID OF NEW YORK, INC.",FLORAL PARK,NASSAU,74227414,1,3022010,0.6054,VICODIN HP TABLETS 10MG HYDROCODONE.,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,AbbVie Inc.
164,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,ECKERD CORPORATION,ALBANY,ALBANY,591038801,1,11032010,0.15135,HYDROCODONE BITARTARATE.2.5MG & ACET,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,"Actavis Pharma, Inc."
165,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,ECKERD CORPORATION,SCHENECTADY,SCHENECTADY,406051201,5,7022007,2.24125,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,OXYCODONE HYDROCHLORIDE,SpecGx LLC
166,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,"GENOVESE DRUG STORES, INC.",HARTSDALE,WESTCHESTER,603499821,4,9072012,1.793,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,OXYCODONE HYDROCHLORIDE,Par Pharmaceutical
167,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,SHORE PHARMACEUTICAL PROVIDERS INC,PLAINVIEW,NASSAU,456520001,1,10242007,0.44825,COMBUNOX - 5MG / 400MG OXYCODONE.HCL,OXYCODONE HYDROCHLORIDE,"Allergan, Inc."
168,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,TARGET STORES A DIV.OF TARGET CORP.,SOUTH SETAUKET,SUFFOLK,406036201,1,8012006,0.6054,"HYDROCOD.BIT.& APAP,10MG/660MG/TAB",HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
169,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,THE GREAT ATLANTIC & PACIFIC,HAUPPAUGE,SUFFOLK,406036501,1,10142009,0.3027,HYDROCODONE BIT/ACETA 5MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
170,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,TARGET STORES A DIV.OF TARGET CORP.,POUGHKEEPSIE,DUTCHESS,60951060270,1,6222012,0.44825,ENDOCET OXYCODO HCL5MG&AC TAB,OXYCODONE HYDROCHLORIDE,Par Pharmaceutical
171,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,TARGET STORES A DIV.OF TARGET CORP.,MONROE,ORANGE,406036005,1,8142009,2.27025,HYDROCODO.BIT/APAP 7.5MG/750MG USP T,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
172,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,HEALTH SMART PHARMACY INC.,BRONX,BRONX,60951060270,2,6012012,0.8965,ENDOCET OXYCODO HCL5MG&AC TAB,OXYCODONE HYDROCHLORIDE,Par Pharmaceutical
173,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,"KPH HEALTHCARE SERVICES, INC.",MALONE,FRANKLIN,406051201,5,7222011,2.24125,OXYCODONE HCL/ACETAMINOPHEN 5MG/325M,OXYCODONE HYDROCHLORIDE,SpecGx LLC
174,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,"KPH HEALTHCARE SERVICES, INC.",MALONE,FRANKLIN,10702005601,3,3282013,2.6895,OXYCODONE HCI 10MG TABLETS USP,OXYCODONE HYDROCHLORIDE,"KVK-Tech, Inc."
175,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,"KPH HEALTHCARE SERVICES, INC.",MALONE,FRANKLIN,406036501,3,1152009,0.9081,HYDROCODONE BIT/ACETA 5MG/325MG USP,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
176,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,PLEASANTVILLE PHARMACY,PLEASANTVILLE,WESTCHESTER,228287811,1,7112014,1.34475,"OXYCODONE HCL 15MG TABLETS, 100 CT",OXYCODONE HYDROCHLORIDE,"Actavis Pharma, Inc."
177,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,"RITE AID OF NEW YORK, INC.",CARMEL,PUTNAM,456520001,1,4262006,0.44825,COMBUNOX - 5MG / 400MG OXYCODONE.HCL,OXYCODONE HYDROCHLORIDE,"Allergan, Inc."
178,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,THRUWAY PHARMACY INC,WALDEN,ORANGE,54465029,1,6302008,2.24125,ROXICET - OXYCODONE.HCL & ACETA 5MG/,OXYCODONE HYDROCHLORIDE,West-Ward Pharmaceuticals Corp.
179,MCKESSON CORPORATION,McKesson Corporation,ROCKY HILL,CT,HARTFORD,D AND B PHARMACY CORP,SOUTH SALEM,WESTCHESTER,406035705,1,12112007,1.5135,HYDROCODONE BIT/ACETAMINOPHEN 5MG/50,HYDROCODONE BITARTRATE HEMIPENTAHYDRATE,SpecGx LLC
